SNo,ObservationDate,Province,Country/Region,Last Update,Confirmed,Deaths,Recovered
97267,08/28/2020,Grand Princess,US,2020-08-29 04:28:19,103.0,3.0,0.0
97272,08/28/2020,Guam,US,2020-08-29 04:28:19,1287.0,10.0,0.0
97285,08/28/2020,Hawaii,US,2020-08-29 04:28:19,7830.0,59.0,0.0
97303,08/28/2020,Idaho,US,2020-08-29 04:28:19,31376.0,353.0,0.0
97304,08/28/2020,Illinois,US,2020-08-29 04:28:19,231186.0,8206.0,0.0
97305,08/28/2020,Indiana,US,2020-08-29 04:28:19,91313.0,3277.0,0.0
97308,08/28/2020,Iowa,US,2020-08-29 04:28:19,62828.0,1108.0,0.0
97335,08/28/2020,Kansas,US,2020-08-29 04:28:19,41027.0,445.0,0.0
97340,08/28/2020,Kentucky,US,2020-08-29 04:28:19,46757.0,918.0,0.0
97380,08/28/2020,Louisiana,US,2020-08-29 04:28:19,146243.0,4904.0,0.0
97391,08/28/2020,Maine,US,2020-08-29 04:28:19,4436.0,132.0,0.0
97398,08/28/2020,Maryland,US,2020-08-29 04:28:19,106664.0,3727.0,0.0
97399,08/28/2020,Massachusetts,US,2020-08-29 04:28:19,127584.0,9024.0,0.0
97410,08/28/2020,Michigan,US,2020-08-29 04:28:19,111136.0,6712.0,0.0
97414,08/28/2020,Minnesota,US,2020-08-29 04:28:19,73240.0,1859.0,0.0
97415,08/28/2020,Mississippi,US,2020-08-29 04:28:19,81294.0,2413.0,0.0
97416,08/28/2020,Missouri,US,2020-08-29 04:28:19,81672.0,1500.0,0.0
97421,08/28/2020,Montana,US,2020-08-29 04:28:19,7063.0,100.0,0.0
97438,08/28/2020,Nebraska,US,2020-08-29 04:28:19,33436.0,392.0,0.0
97440,08/28/2020,Nevada,US,2020-08-29 04:28:19,67852.0,1287.0,0.0
97443,08/28/2020,New Hampshire,US,2020-08-29 04:28:19,7216.0,432.0,0.0
97444,08/28/2020,New Jersey,US,2020-08-29 04:28:19,194407.0,15930.0,0.0
97445,08/28/2020,New Mexico,US,2020-08-29 04:28:19,25042.0,767.0,0.0
97447,08/28/2020,New York,US,2020-08-29 04:28:19,432767.0,32934.0,0.0
97458,08/28/2020,North Carolina,US,2020-08-29 04:28:19,162491.0,2652.0,0.0
97459,08/28/2020,North Dakota,US,2020-08-29 04:28:19,11110.0,139.0,0.0
97462,08/28/2020,Northern Mariana Islands,US,2020-08-29 04:28:19,54.0,2.0,0.0
97475,08/28/2020,Ohio,US,2020-08-29 04:28:19,120124.0,4105.0,0.0
97479,08/28/2020,Oklahoma,US,2020-08-29 04:28:19,56260.0,786.0,0.0
97483,08/28/2020,Oregon,US,2020-08-29 04:28:19,26054.0,447.0,0.0
97496,08/28/2020,Pennsylvania,US,2020-08-29 04:28:19,136781.0,7642.0,0.0
97510,08/28/2020,Puerto Rico,US,2020-08-29 04:28:19,31988.0,424.0,0.0
97523,08/28/2020,Recovered,US,2020-08-29 04:28:19,0.0,0.0,2118367.0
97526,08/28/2020,Rhode Island,US,2020-08-29 04:28:19,21683.0,1046.0,0.0
97578,08/28/2020,South Carolina,US,2020-08-29 04:28:19,115951.0,2655.0,0.0
97579,08/28/2020,South Dakota,US,2020-08-29 04:28:19,12517.0,165.0,0.0
97595,08/28/2020,Tennessee,US,2020-08-29 04:28:19,150815.0,1701.0,0.0
97597,08/28/2020,Texas,US,2020-08-29 04:28:19,625053.0,12859.0,0.0
97631,08/28/2020,Utah,US,2020-08-29 04:28:19,50948.0,407.0,0.0
97646,08/28/2020,Vermont,US,2020-08-29 04:28:19,1589.0,58.0,0.0
97650,08/28/2020,Virgin Islands,US,2020-08-29 04:28:19,1075.0,14.0,0.0
97651,08/28/2020,Virginia,US,2020-08-29 04:28:19,117592.0,2550.0,0.0
97659,08/28/2020,Washington,US,2020-08-29 04:28:19,74420.0,1894.0,0.0
97661,08/28/2020,West Virginia,US,2020-08-29 04:28:19,9826.0,201.0,0.0
97663,08/28/2020,Wisconsin,US,2020-08-29 04:28:19,73981.0,1113.0,0.0
97664,08/28/2020,Wyoming,US,2020-08-29 04:28:19,3803.0,37.0,0.0
97856,08/29/2020,Alabama,US,2020-08-30 04:28:22,124155.0,2152.0,0.0
97858,08/29/2020,Alaska,US,2020-08-30 04:28:22,5182.0,37.0,0.0
97882,08/29/2020,Arizona,US,2020-08-30 04:28:22,201287.0,5007.0,0.0
97883,08/29/2020,Arkansas,US,2020-08-30 04:28:22,60378.0,772.0,0.0
97925,08/29/2020,California,US,2020-08-30 04:28:22,702038.0,12894.0,0.0
97960,08/29/2020,Colorado,US,2020-08-30 04:28:22,57040.0,1942.0,0.0
97961,08/29/2020,Connecticut,US,2020-08-30 04:28:22,52495.0,4465.0,0.0
97971,08/29/2020,Delaware,US,2020-08-30 04:28:22,17349.0,604.0,0.0
97974,08/29/2020,Diamond Princess cruise ship,US,2020-08-30 04:28:22,49.0,0.0,0.0
97975,08/29/2020,District of Columbia,US,2020-08-30 04:28:22,13925.0,605.0,0.0
97989,08/29/2020,Florida,US,2020-08-30 04:28:22,619003.0,11105.0,0.0
98002,08/29/2020,Georgia,US,2020-08-30 04:28:22,267758.0,5576.0,0.0
98010,08/29/2020,Grand Princess,US,2020-08-30 04:28:22,103.0,3.0,0.0
98015,08/29/2020,Guam,US,2020-08-30 04:28:22,1347.0,10.0,0.0
98028,08/29/2020,Hawaii,US,2020-08-30 04:28:22,8139.0,62.0,0.0
98046,08/29/2020,Idaho,US,2020-08-30 04:28:22,31668.0,358.0,0.0
98047,08/29/2020,Illinois,US,2020-08-30 04:28:22,233066.0,8217.0,0.0
98048,08/29/2020,Indiana,US,2020-08-30 04:28:22,92434.0,3285.0,0.0
98051,08/29/2020,Iowa,US,2020-08-30 04:28:22,63612.0,1100.0,0.0
98078,08/29/2020,Kansas,US,2020-08-30 04:28:22,41570.0,449.0,0.0
98083,08/29/2020,Kentucky,US,2020-08-30 04:28:22,47577.0,921.0,0.0
98123,08/29/2020,Louisiana,US,2020-08-30 04:28:22,146243.0,4904.0,0.0
98134,08/29/2020,Maine,US,2020-08-30 04:28:22,4492.0,132.0,0.0
98141,08/29/2020,Maryland,US,2020-08-30 04:28:22,107294.0,3746.0,0.0
98142,08/29/2020,Massachusetts,US,2020-08-30 04:28:22,128030.0,9036.0,0.0
98153,08/29/2020,Michigan,US,2020-08-30 04:28:22,111136.0,6712.0,0.0
98157,08/29/2020,Minnesota,US,2020-08-30 04:28:22,74257.0,1863.0,0.0
98158,08/29/2020,Mississippi,US,2020-08-30 04:28:22,82029.0,2427.0,0.0
98159,08/29/2020,Missouri,US,2020-08-30 04:28:22,83168.0,1528.0,0.0
98164,08/29/2020,Montana,US,2020-08-30 04:28:22,7251.0,104.0,0.0
98181,08/29/2020,Nebraska,US,2020-08-30 04:28:22,33753.0,392.0,0.0
98183,08/29/2020,Nevada,US,2020-08-30 04:28:22,68461.0,1302.0,0.0
98186,08/29/2020,New Hampshire,US,2020-08-30 04:28:22,7246.0,432.0,0.0
98187,08/29/2020,New Jersey,US,2020-08-30 04:28:22,194782.0,15933.0,0.0
98188,08/29/2020,New Mexico,US,2020-08-30 04:28:22,25178.0,769.0,0.0
98190,08/29/2020,New York,US,2020-08-30 04:28:22,433402.0,32938.0,0.0
98201,08/29/2020,North Carolina,US,2020-08-30 04:28:22,165076.0,2683.0,0.0
98202,08/29/2020,North Dakota,US,2020-08-30 04:28:22,11484.0,141.0,0.0
98205,08/29/2020,Northern Mariana Islands,US,2020-08-30 04:28:22,56.0,2.0,0.0
98218,08/29/2020,Ohio,US,2020-08-30 04:28:22,121320.0,4126.0,0.0
98222,08/29/2020,Oklahoma,US,2020-08-30 04:28:22,57353.0,797.0,0.0
98226,08/29/2020,Oregon,US,2020-08-30 04:28:22,26293.0,454.0,0.0
98239,08/29/2020,Pennsylvania,US,2020-08-30 04:28:22,137576.0,7656.0,0.0
98253,08/29/2020,Puerto Rico,US,2020-08-30 04:28:22,32550.0,428.0,0.0
98266,08/29/2020,Recovered,US,2020-08-30 04:28:22,0.0,0.0,2140614.0
98269,08/29/2020,Rhode Island,US,2020-08-30 04:28:22,21683.0,1046.0,0.0
98321,08/29/2020,South Carolina,US,2020-08-30 04:28:22,117249.0,2698.0,0.0
98322,08/29/2020,South Dakota,US,2020-08-30 04:28:22,12942.0,167.0,0.0
98338,08/29/2020,Tennessee,US,2020-08-30 04:28:22,152280.0,1725.0,0.0
98340,08/29/2020,Texas,US,2020-08-30 04:28:22,630092.0,12987.0,0.0
98374,08/29/2020,Utah,US,2020-08-30 04:28:22,51406.0,407.0,0.0
98389,08/29/2020,Vermont,US,2020-08-30 04:28:22,1605.0,58.0,0.0
98393,08/29/2020,Virgin Islands,US,2020-08-30 04:28:22,1118.0,14.0,0.0
98394,08/29/2020,Virginia,US,2020-08-30 04:28:22,118809.0,2568.0,0.0
98402,08/29/2020,Washington,US,2020-08-30 04:28:22,74885.0,1899.0,0.0
98404,08/29/2020,West Virginia,US,2020-08-30 04:28:22,9970.0,215.0,0.0
98406,08/29/2020,Wisconsin,US,2020-08-30 04:28:22,74800.0,1119.0,0.0
98407,08/29/2020,Wyoming,US,2020-08-30 04:28:22,3795.0,37.0,0.0
98599,08/30/2020,Alabama,US,2020-08-31 04:28:27,124944.0,2162.0,0.0
98601,08/30/2020,Alaska,US,2020-08-31 04:28:27,5226.0,37.0,0.0
98625,08/30/2020,Arizona,US,2020-08-31 04:28:27,201661.0,5030.0,0.0
98626,08/30/2020,Arkansas,US,2020-08-31 04:28:27,60856.0,784.0,0.0
98668,08/30/2020,California,US,2020-08-31 04:28:27,705951.0,12937.0,0.0
98703,08/30/2020,Colorado,US,2020-08-31 04:28:27,57223.0,1942.0,0.0
98704,08/30/2020,Connecticut,US,2020-08-31 04:28:27,52495.0,4465.0,0.0
98714,08/30/2020,Delaware,US,2020-08-31 04:28:27,17343.0,604.0,0.0
98717,08/30/2020,Diamond Princess cruise ship,US,2020-08-31 04:28:27,49.0,0.0,0.0
98718,08/30/2020,District of Columbia,US,2020-08-31 04:28:27,13959.0,606.0,0.0
98732,08/30/2020,Florida,US,2020-08-31 04:28:27,621586.0,11119.0,0.0
98745,08/30/2020,Georgia,US,2020-08-31 04:28:27,268973.0,5604.0,0.0
98753,08/30/2020,Grand Princess,US,2020-08-31 04:28:27,103.0,3.0,0.0
98758,08/30/2020,Guam,US,2020-08-31 04:28:27,1347.0,10.0,0.0
98771,08/30/2020,Hawaii,US,2020-08-31 04:28:27,8339.0,63.0,0.0
98789,08/30/2020,Idaho,US,2020-08-31 04:28:27,31858.0,359.0,0.0
98790,08/30/2020,Illinois,US,2020-08-31 04:28:27,235058.0,8228.0,0.0
98791,08/30/2020,Indiana,US,2020-08-31 04:28:27,93313.0,3291.0,0.0
98794,08/30/2020,Iowa,US,2020-08-31 04:28:27,64599.0,1113.0,0.0
98821,08/30/2020,Kansas,US,2020-08-31 04:28:27,41736.0,449.0,0.0
98826,08/30/2020,Kentucky,US,2020-08-31 04:28:27,48031.0,929.0,0.0
98866,08/30/2020,Louisiana,US,2020-08-31 04:28:27,147867.0,4931.0,0.0
98877,08/30/2020,Maine,US,2020-08-31 04:28:27,4514.0,132.0,0.0
98884,08/30/2020,Maryland,US,2020-08-31 04:28:27,107791.0,3752.0,0.0
98885,08/30/2020,Massachusetts,US,2020-08-31 04:28:27,128229.0,9049.0,0.0
98896,08/30/2020,Michigan,US,2020-08-31 04:28:27,112526.0,6748.0,0.0
98900,08/30/2020,Minnesota,US,2020-08-31 04:28:27,75189.0,1865.0,0.0
98901,08/30/2020,Mississippi,US,2020-08-31 04:28:27,82676.0,2441.0,0.0
98902,08/30/2020,Missouri,US,2020-08-31 04:28:27,84474.0,1533.0,0.0
98907,08/30/2020,Montana,US,2020-08-31 04:28:27,7340.0,104.0,0.0
98924,08/30/2020,Nebraska,US,2020-08-31 04:28:27,34046.0,392.0,0.0
98926,08/30/2020,Nevada,US,2020-08-31 04:28:27,68908.0,1302.0,0.0
98929,08/30/2020,New Hampshire,US,2020-08-31 04:28:27,7254.0,432.0,0.0
98930,08/30/2020,New Jersey,US,2020-08-31 04:28:27,195098.0,15937.0,0.0
98931,08/30/2020,New Mexico,US,2020-08-31 04:28:27,25283.0,770.0,0.0
98933,08/30/2020,New York,US,2020-08-31 04:28:27,434100.0,32951.0,0.0
98944,08/30/2020,North Carolina,US,2020-08-31 04:28:27,166127.0,2692.0,0.0
98945,08/30/2020,North Dakota,US,2020-08-31 04:28:27,11702.0,142.0,0.0
98948,08/30/2020,Northern Mariana Islands,US,2020-08-31 04:28:27,56.0,2.0,0.0
98961,08/30/2020,Ohio,US,2020-08-31 04:28:27,122260.0,4129.0,0.0
98965,08/30/2020,Oklahoma,US,2020-08-31 04:28:27,58119.0,799.0,0.0
98969,08/30/2020,Oregon,US,2020-08-31 04:28:27,26554.0,458.0,0.0
98982,08/30/2020,Pennsylvania,US,2020-08-31 04:28:27,138134.0,7658.0,0.0
98996,08/30/2020,Puerto Rico,US,2020-08-31 04:28:27,32848.0,434.0,0.0
99009,08/30/2020,Recovered,US,2020-08-31 04:28:27,0.0,0.0,2153939.0
99012,08/30/2020,Rhode Island,US,2020-08-31 04:28:27,21683.0,1046.0,0.0
99064,08/30/2020,South Carolina,US,2020-08-31 04:28:27,118324.0,2709.0,0.0
99065,08/30/2020,South Dakota,US,2020-08-31 04:28:27,13322.0,167.0,0.0
99081,08/30/2020,Tennessee,US,2020-08-31 04:28:27,153115.0,1747.0,0.0
99083,08/30/2020,Texas,US,2020-08-31 04:28:27,632865.0,13064.0,0.0
99117,08/30/2020,Utah,US,2020-08-31 04:28:27,51854.0,407.0,0.0
99132,08/30/2020,Vermont,US,2020-08-31 04:28:27,1616.0,58.0,0.0
99136,08/30/2020,Virgin Islands,US,2020-08-31 04:28:27,1129.0,14.0,0.0
99137,08/30/2020,Virginia,US,2020-08-31 04:28:27,119747.0,2569.0,0.0
99145,08/30/2020,Washington,US,2020-08-31 04:28:27,75195.0,1904.0,0.0
99147,08/30/2020,West Virginia,US,2020-08-31 04:28:27,10109.0,214.0,0.0
99149,08/30/2020,Wisconsin,US,2020-08-31 04:28:27,75337.0,1122.0,0.0
99150,08/30/2020,Wyoming,US,2020-08-31 04:28:27,3829.0,37.0,0.0
99342,08/31/2020,Alabama,US,2020-09-01 04:28:31,126500.0,2182.0,0.0
99344,08/31/2020,Alaska,US,2020-09-01 04:28:31,5263.0,37.0,0.0
99368,08/31/2020,Arizona,US,2020-09-01 04:28:31,201835.0,5029.0,0.0
99369,08/31/2020,Arkansas,US,2020-09-01 04:28:31,61224.0,797.0,0.0
99411,08/31/2020,California,US,2020-09-01 04:28:31,712475.0,13022.0,0.0
99446,08/31/2020,Colorado,US,2020-09-01 04:28:31,57424.0,1945.0,0.0
99447,08/31/2020,Connecticut,US,2020-09-01 04:28:31,52879.0,4465.0,0.0
99457,08/31/2020,Delaware,US,2020-09-01 04:28:31,17429.0,605.0,0.0
99460,08/31/2020,Diamond Princess cruise ship,US,2020-09-01 04:28:31,49.0,0.0,0.0
99461,08/31/2020,District of Columbia,US,2020-09-01 04:28:31,13992.0,607.0,0.0
99475,08/31/2020,Florida,US,2020-09-01 04:28:31,623471.0,11187.0,0.0
99488,08/31/2020,Georgia,US,2020-09-01 04:28:31,270471.0,5633.0,0.0
99496,08/31/2020,Grand Princess,US,2020-09-01 04:28:31,103.0,3.0,0.0
99501,08/31/2020,Guam,US,2020-09-01 04:28:31,1395.0,10.0,0.0
99514,08/31/2020,Hawaii,US,2020-09-01 04:28:31,8472.0,70.0,0.0
99532,08/31/2020,Idaho,US,2020-09-01 04:28:31,32081.0,361.0,0.0
99533,08/31/2020,Illinois,US,2020-09-01 04:28:31,236724.0,8235.0,0.0
99534,08/31/2020,Indiana,US,2020-09-01 04:28:31,94196.0,3296.0,0.0
99537,08/31/2020,Iowa,US,2020-09-01 04:28:31,65139.0,1120.0,0.0
99564,08/31/2020,Kansas,US,2020-09-01 04:28:31,42579.0,451.0,0.0
99569,08/31/2020,Kentucky,US,2020-09-01 04:28:31,48396.0,933.0,0.0
99609,08/31/2020,Louisiana,US,2020-09-01 04:28:31,148193.0,4950.0,0.0
99620,08/31/2020,Maine,US,2020-09-01 04:28:31,4529.0,132.0,0.0
99627,08/31/2020,Maryland,US,2020-09-01 04:28:31,108249.0,3755.0,0.0
99628,08/31/2020,Massachusetts,US,2020-09-01 04:28:31,128533.0,9060.0,0.0
99639,08/31/2020,Michigan,US,2020-09-01 04:28:31,113025.0,6753.0,0.0
99643,08/31/2020,Minnesota,US,2020-09-01 04:28:31,75864.0,1866.0,0.0
99644,08/31/2020,Mississippi,US,2020-09-01 04:28:31,82950.0,2473.0,0.0
99645,08/31/2020,Missouri,US,2020-09-01 04:28:31,85635.0,1547.0,0.0
99650,08/31/2020,Montana,US,2020-09-01 04:28:31,7421.0,104.0,0.0
99667,08/31/2020,Nebraska,US,2020-09-01 04:28:31,34287.0,397.0,0.0
99669,08/31/2020,Nevada,US,2020-09-01 04:28:31,69228.0,1305.0,0.0
99672,08/31/2020,New Hampshire,US,2020-09-01 04:28:31,7275.0,432.0,0.0
99673,08/31/2020,New Jersey,US,2020-09-01 04:28:31,195500.0,15945.0,0.0
99674,08/31/2020,New Mexico,US,2020-09-01 04:28:31,25352.0,779.0,0.0
99676,08/31/2020,New York,US,2020-09-01 04:28:31,437154.0,32957.0,0.0
99687,08/31/2020,North Carolina,US,2020-09-01 04:28:31,167309.0,2702.0,0.0
99688,08/31/2020,North Dakota,US,2020-09-01 04:28:31,11816.0,143.0,0.0
99691,08/31/2020,Northern Mariana Islands,US,2020-09-01 04:28:31,56.0,2.0,0.0
99704,08/31/2020,Ohio,US,2020-09-01 04:28:31,123155.0,4139.0,0.0
99708,08/31/2020,Oklahoma,US,2020-09-01 04:28:31,58733.0,800.0,0.0
99712,08/31/2020,Oregon,US,2020-09-01 04:28:31,26713.0,459.0,0.0
99725,08/31/2020,Pennsylvania,US,2020-09-01 04:28:31,138795.0,7659.0,0.0
99739,08/31/2020,Puerto Rico,US,2020-09-01 04:28:31,33199.0,434.0,0.0
99752,08/31/2020,Recovered,US,2020-09-01 04:28:31,0.0,0.0,2184825.0
99755,08/31/2020,Rhode Island,US,2020-09-01 04:28:31,21949.0,1048.0,0.0
99807,08/31/2020,South Carolina,US,2020-09-01 04:28:31,118992.0,2720.0,0.0
99808,08/31/2020,South Dakota,US,2020-09-01 04:28:31,13509.0,167.0,0.0
99824,08/31/2020,Tennessee,US,2020-09-01 04:28:31,154933.0,1754.0,0.0
99826,08/31/2020,Texas,US,2020-09-01 04:28:31,636201.0,13105.0,0.0
99860,08/31/2020,Utah,US,2020-09-01 04:28:31,52107.0,407.0,0.0
99875,08/31/2020,Vermont,US,2020-09-01 04:28:31,1624.0,58.0,0.0
99879,08/31/2020,Virgin Islands,US,2020-09-01 04:28:31,1134.0,14.0,0.0
99880,08/31/2020,Virginia,US,2020-09-01 04:28:31,120594.0,2580.0,0.0
99888,08/31/2020,Washington,US,2020-09-01 04:28:31,75502.0,1912.0,0.0
99890,08/31/2020,West Virginia,US,2020-09-01 04:28:31,10249.0,215.0,0.0
99892,08/31/2020,Wisconsin,US,2020-09-01 04:28:31,75603.0,1122.0,0.0
99893,08/31/2020,Wyoming,US,2020-09-01 04:28:31,3850.0,37.0,0.0
100085,09/01/2020,Alabama,US,2020-09-02 04:28:25,127234.0,2200.0,0.0
100087,09/01/2020,Alaska,US,2020-09-02 04:28:25,5297.0,39.0,0.0
100111,09/01/2020,Arizona,US,2020-09-02 04:28:25,202342.0,5044.0,0.0
100112,09/01/2020,Arkansas,US,2020-09-02 04:28:25,61497.0,814.0,0.0
100154,09/01/2020,California,US,2020-09-02 04:28:25,715617.0,13150.0,0.0
100189,09/01/2020,Colorado,US,2020-09-02 04:28:25,57775.0,1946.0,0.0
100190,09/01/2020,Connecticut,US,2020-09-02 04:28:25,53006.0,4466.0,0.0
100200,09/01/2020,Delaware,US,2020-09-02 04:28:25,17535.0,605.0,0.0
100203,09/01/2020,Diamond Princess cruise ship,US,2020-09-02 04:28:25,49.0,0.0,0.0
100204,09/01/2020,District of Columbia,US,2020-09-02 04:28:25,14049.0,607.0,0.0
100218,09/01/2020,Florida,US,2020-09-02 04:28:25,631040.0,11374.0,0.0
100231,09/01/2020,Georgia,US,2020-09-02 04:28:25,272697.0,5733.0,0.0
100239,09/01/2020,Grand Princess,US,2020-09-02 04:28:25,103.0,3.0,0.0
100244,09/01/2020,Guam,US,2020-09-02 04:28:25,1447.0,13.0,0.0
100257,09/01/2020,Hawaii,US,2020-09-02 04:28:25,8653.0,74.0,0.0
100275,09/01/2020,Idaho,US,2020-09-02 04:28:25,32353.0,367.0,0.0
100276,09/01/2020,Illinois,US,2020-09-02 04:28:25,238216.0,8273.0,0.0
100277,09/01/2020,Indiana,US,2020-09-02 04:28:25,94891.0,3312.0,0.0
100280,09/01/2020,Iowa,US,2020-09-02 04:28:25,65847.0,1125.0,0.0
100307,09/01/2020,Kansas,US,2020-09-02 04:28:25,42940.0,456.0,0.0
100312,09/01/2020,Kentucky,US,2020-09-02 04:28:25,49185.0,948.0,0.0
100352,09/01/2020,Louisiana,US,2020-09-02 04:28:25,148882.0,4984.0,0.0
100363,09/01/2020,Maine,US,2020-09-02 04:28:25,4549.0,132.0,0.0
100370,09/01/2020,Maryland,US,2020-09-02 04:28:25,108863.0,3761.0,0.0
100371,09/01/2020,Massachusetts,US,2020-09-02 04:28:25,128888.0,9064.0,0.0
100382,09/01/2020,Michigan,US,2020-09-02 04:28:25,113820.0,6767.0,0.0
100386,09/01/2020,Minnesota,US,2020-09-02 04:28:25,76355.0,1871.0,0.0
100387,09/01/2020,Mississippi,US,2020-09-02 04:28:25,83584.0,2493.0,0.0
100388,09/01/2020,Missouri,US,2020-09-02 04:28:25,86738.0,1562.0,0.0
100393,09/01/2020,Montana,US,2020-09-02 04:28:25,7509.0,105.0,0.0
100410,09/01/2020,Nebraska,US,2020-09-02 04:28:25,34574.0,399.0,0.0
100412,09/01/2020,Nevada,US,2020-09-02 04:28:25,69633.0,1313.0,0.0
100415,09/01/2020,New Hampshire,US,2020-09-02 04:28:25,7297.0,432.0,0.0
100416,09/01/2020,New Jersey,US,2020-09-02 04:28:25,195879.0,15950.0,0.0
100417,09/01/2020,New Mexico,US,2020-09-02 04:28:25,25460.0,787.0,0.0
100419,09/01/2020,New York,US,2020-09-02 04:28:25,437757.0,32966.0,0.0
100430,09/01/2020,North Carolina,US,2020-09-02 04:28:25,169424.0,2741.0,0.0
100431,09/01/2020,North Dakota,US,2020-09-02 04:28:25,12000.0,145.0,0.0
100434,09/01/2020,Northern Mariana Islands,US,2020-09-02 04:28:25,57.0,2.0,0.0
100447,09/01/2020,Ohio,US,2020-09-02 04:28:25,124606.0,4166.0,0.0
100451,09/01/2020,Oklahoma,US,2020-09-02 04:28:25,59398.0,808.0,0.0
100455,09/01/2020,Oregon,US,2020-09-02 04:28:25,26946.0,464.0,0.0
100468,09/01/2020,Pennsylvania,US,2020-09-02 04:28:25,139548.0,7678.0,0.0
100482,09/01/2020,Puerto Rico,US,2020-09-02 04:28:25,33421.0,435.0,0.0
100495,09/01/2020,Recovered,US,2020-09-02 04:28:25,0.0,0.0,2202663.0
100498,09/01/2020,Rhode Island,US,2020-09-02 04:28:25,22002.0,1050.0,0.0
100550,09/01/2020,South Carolina,US,2020-09-02 04:28:25,119846.0,2757.0,0.0
100551,09/01/2020,South Dakota,US,2020-09-02 04:28:25,13749.0,167.0,0.0
100567,09/01/2020,Tennessee,US,2020-09-02 04:28:25,156329.0,1781.0,0.0
100569,09/01/2020,Texas,US,2020-09-02 04:28:25,641231.0,13240.0,0.0
100603,09/01/2020,Utah,US,2020-09-02 04:28:25,52403.0,409.0,0.0
100618,09/01/2020,Vermont,US,2020-09-02 04:28:25,1635.0,58.0,0.0
100622,09/01/2020,Virgin Islands,US,2020-09-02 04:28:25,1143.0,15.0,0.0
100623,09/01/2020,Virginia,US,2020-09-02 04:28:25,121615.0,2612.0,0.0
100631,09/01/2020,Washington,US,2020-09-02 04:28:25,75977.0,1918.0,0.0
100633,09/01/2020,West Virginia,US,2020-09-02 04:28:25,10513.0,224.0,0.0
100635,09/01/2020,Wisconsin,US,2020-09-02 04:28:25,76584.0,1130.0,0.0
100636,09/01/2020,Wyoming,US,2020-09-02 04:28:25,3874.0,37.0,0.0
100828,09/02/2020,Alabama,US,2020-09-03 04:28:22,128240.0,2217.0,0.0
100830,09/02/2020,Alaska,US,2020-09-03 04:28:22,5362.0,39.0,0.0
100854,09/02/2020,Arizona,US,2020-09-03 04:28:22,202861.0,5065.0,0.0
100855,09/02/2020,Arkansas,US,2020-09-03 04:28:22,62112.0,841.0,0.0
100897,09/02/2020,California,US,2020-09-03 04:28:22,721281.0,13317.0,0.0
100932,09/02/2020,Colorado,US,2020-09-03 04:28:22,58019.0,1952.0,0.0
100933,09/02/2020,Connecticut,US,2020-09-03 04:28:22,53108.0,4467.0,0.0
100943,09/02/2020,Delaware,US,2020-09-03 04:28:22,17549.0,606.0,0.0
100946,09/02/2020,Diamond Princess cruise ship,US,2020-09-03 04:28:22,49.0,0.0,0.0
100947,09/02/2020,District of Columbia,US,2020-09-03 04:28:22,14077.0,608.0,0.0
100961,09/02/2020,Florida,US,2020-09-03 04:28:22,633442.0,11501.0,0.0
100974,09/02/2020,Georgia,US,2020-09-03 04:28:22,274613.0,5795.0,0.0
100982,09/02/2020,Grand Princess,US,2020-09-03 04:28:22,103.0,3.0,0.0
100987,09/02/2020,Guam,US,2020-09-03 04:28:22,1494.0,13.0,0.0
101000,09/02/2020,Hawaii,US,2020-09-03 04:28:22,8991.0,75.0,0.0
101018,09/02/2020,Idaho,US,2020-09-03 04:28:22,32664.0,372.0,0.0
101019,09/02/2020,Illinois,US,2020-09-03 04:28:22,240344.0,8300.0,0.0
101020,09/02/2020,Indiana,US,2020-09-03 04:28:22,95750.0,3325.0,0.0
101023,09/02/2020,Iowa,US,2020-09-03 04:28:22,66463.0,1133.0,0.0
101050,09/02/2020,Kansas,US,2020-09-03 04:28:22,43823.0,461.0,0.0
101055,09/02/2020,Kentucky,US,2020-09-03 04:28:22,49991.0,966.0,0.0
101095,09/02/2020,Louisiana,US,2020-09-03 04:28:22,149838.0,5004.0,0.0
101106,09/02/2020,Maine,US,2020-09-03 04:28:22,4568.0,133.0,0.0
101113,09/02/2020,Maryland,US,2020-09-03 04:28:22,109319.0,3766.0,0.0
101114,09/02/2020,Massachusetts,US,2020-09-03 04:28:22,129182.0,9060.0,0.0
101125,09/02/2020,Michigan,US,2020-09-03 04:28:22,114468.0,6781.0,0.0
101129,09/02/2020,Minnesota,US,2020-09-03 04:28:22,77085.0,1882.0,0.0
101130,09/02/2020,Mississippi,US,2020-09-03 04:28:22,84365.0,2526.0,0.0
101131,09/02/2020,Missouri,US,2020-09-03 04:28:22,88216.0,1578.0,0.0
101136,09/02/2020,Montana,US,2020-09-03 04:28:22,7691.0,109.0,0.0
101153,09/02/2020,Nebraska,US,2020-09-03 04:28:22,34995.0,399.0,0.0
101155,09/02/2020,Nevada,US,2020-09-03 04:28:22,69872.0,1336.0,0.0
101158,09/02/2020,New Hampshire,US,2020-09-03 04:28:22,7309.0,432.0,0.0
101159,09/02/2020,New Jersey,US,2020-09-03 04:28:22,196225.0,15964.0,0.0
101160,09/02/2020,New Mexico,US,2020-09-03 04:28:22,25612.0,790.0,0.0
101162,09/02/2020,New York,US,2020-09-03 04:28:22,438405.0,32972.0,0.0
101173,09/02/2020,North Carolina,US,2020-09-03 04:28:22,170553.0,2779.0,0.0
